OBJECTID,lat,long,hoverText,heading,weeklyImpr,productTyp,POINT_X,POINT_Y
467,33.502692,-112.047306,NB 16TH ST FS CAMPBELL AVE,W,0,BENCHES,-12473049.05,3962219.591
468,33.513293,-112.047306,"NB 16TH ST FS COLTER ST
",S,70251,SHELTERS,-12473049.05,3963634.901
469,33.513293,-112.047306,"NB 16TH ST FS COLTER ST
",N,42157,SHELTERS,-12473049.05,3963634.901
470,33.513293,-112.047306,NB 16TH ST FS COLTER ST,W,0,BENCHES,-12473049.05,3963634.901
471,33.538693,-112.047308,"NB 16TH ST FS GLENDALE AVE
",S,47210,SHELTERS,-12473049.27,3967026.69
472,33.538693,-112.047308,"NB 16TH ST FS GLENDALE AVE
",N,32319,SHELTERS,-12473049.27,3967026.69
473,33.505996,-112.047449,"NB 16TH ST FS HIGHLAND AVE
",S,92632,SHELTERS,-12473064.97,3962660.681
474,33.505996,-112.047449,"NB 16TH ST FS HIGHLAND AVE
",N,54658,SHELTERS,-12473064.97,3962660.681
475,33.505996,-112.047449,NB 16TH ST FS HIGHLAND AVE,W,0,BENCHES,-12473064.97,3962660.681
476,33.495197,-112.047518,"NB 16TH ST FS INDIAN SCHOOL RD
",S,90693,SHELTERS,-12473072.65,3961219.059
477,33.495197,-112.047518,"NB 16TH ST FS INDIAN SCHOOL RD
",N,54261,SHELTERS,-12473072.65,3961219.059
478,33.465897,-112.047595,"NB 16TH ST FS MCDOWELL RD
",S,60539,SHELTERS,-12473081.22,3957308.538
479,33.465897,-112.047595,"NB 16TH ST FS MCDOWELL RD
",N,36326,SHELTERS,-12473081.22,3957308.538
480,33.5168,-112.047455,"NB 16TH ST FS MISSOURI AVE
",S,69741,SHELTERS,-12473065.64,3964103.149
481,33.5168,-112.047455,"NB 16TH ST FS MISSOURI AVE
",N,43958,SHELTERS,-12473065.64,3964103.149
482,33.547793,-112.047505,"NB 16TH ST FS MORTEN AVE
",S,52835,SHELTERS,-12473071.2,3968242.101
483,33.547793,-112.047505,"NB 16TH ST FS MORTEN AVE
",N,32319,SHELTERS,-12473071.2,3968242.101
484,33.542494,-112.047307,"NB 16TH ST FS MYRTLE AVE
",S,52835,SHELTERS,-12473049.16,3967534.342
485,33.542494,-112.047307,"NB 16TH ST FS MYRTLE AVE
",N,32319,SHELTERS,-12473049.16,3967534.342
486,33.542494,-112.047307,NB 16TH ST FS MYRTLE AVE,W,0,BENCHES,-12473049.16,3967534.342
487,33.545693,-112.047305,"NB 16TH ST FS ORANGEWOOD AVE
",S,52835,SHELTERS,-12473048.94,3967961.61
488,33.545693,-112.047305,"NB 16TH ST FS ORANGEWOOD AVE
",N,32319,SHELTERS,-12473048.94,3967961.61
489,33.459194,-112.047507,"NB 16TH ST FS ROOSEVELT ST
",S,66841,SHELTERS,-12473071.42,3956414.108
490,33.459194,-112.047507,"NB 16TH ST FS ROOSEVELT ST
",N,43231,SHELTERS,-12473071.42,3956414.108
491,33.459194,-112.047507,NB 16TH ST FS ROOSEVELT ST,W,0,BENCHES,-12473071.42,3956414.108
492,33.480406,-112.047571,"NB 16TH ST FS THOMAS RD
",S,79497,SHELTERS,-12473078.55,3959244.815
493,33.480406,-112.047571,"NB 16TH ST FS THOMAS RD
",N,42107,SHELTERS,-12473078.55,3959244.815
494,33.451693,-112.047505,"NB 16TH ST FS VAN BUREN ST
",S,49827,SHELTERS,-12473071.2,3955413.278
495,33.451693,-112.047505,"NB 16TH ST FS VAN BUREN ST
",N,30713,SHELTERS,-12473071.2,3955413.278
496,33.451693,-112.047505,NB 16TH ST FS VAN BUREN ST,W,0,BENCHES,-12473071.2,3955413.278
497,33.496794,-112.047507,"NB 16TH ST FS DEVONSHIRE AVE
",S,90693,SHELTERS,-12473071.42,3961432.241
498,33.496794,-112.047507,"NB 16TH ST FS DEVONSHIRE AVE
",N,54261,SHELTERS,-12473071.42,3961432.241
499,33.597194,-112.099305,"NB 19TH AVE FS CACTUS RD
",S,73642,SHELTERS,-12478837.55,3974842.415
500,33.597194,-112.099305,"NB 19TH AVE FS CACTUS RD
",N,43856,SHELTERS,-12478837.55,3974842.415
501,33.670683,-112.09973,"NB 19TH AVE FS SR 101 FWY
",S,64414,SHELTERS,-12478884.86,3984668.051
502,33.670683,-112.09973,"NB 19TH AVE FS SR 101 FWY
",N,37394,SHELTERS,-12478884.86,3984668.051
503,33.640994,-112.099506,"NB 19TH AVE FS BELL RD
",S,65023,SHELTERS,-12478859.93,3980697.559
504,33.640994,-112.099506,"NB 19TH AVE FS BELL RD
",N,39270,SHELTERS,-12478859.93,3980697.559
505,33.640994,-112.099506,NB 19TH AVE FS BELL RD,W,0,BENCHES,-12478859.93,3980697.559
506,33.589798,-112.099539,"NB 19TH AVE FS CHOLLA ST
",S,94864,SHELTERS,-12478863.6,3973854.018
507,33.589798,-112.099539,"NB 19TH AVE FS CHOLLA ST
",N,55948,SHELTERS,-12478863.6,3973854.018
508,33.586294,-112.099506,"NB 19TH AVE FS DESERT COVE AVE
",W,68919,BENCHES,-12478859.93,3973385.775
509,33.568007,-112.099559,"NB 19TH AVE FS DUNLAP AVE
",S,104186,SHELTERS,-12478865.83,3970942.374
510,33.568007,-112.099559,"NB 19TH AVE FS DUNLAP AVE
",N,62920,SHELTERS,-12478865.83,3970942.374
511,33.495714,-112.09981,"NB 19TH AVE FS INDIAN SCHOOL RD
",S,53260,SHELTERS,-12478893.77,3961288.073
512,33.495714,-112.09981,"NB 19TH AVE FS INDIAN SCHOOL RD
",N,32414,SHELTERS,-12478893.77,3961288.073
513,33.673225,-112.099752,"NB 19TH AVE FS MOHAWK LN
",S,64414,SHELTERS,-12478887.31,3985008.072
514,33.673225,-112.099752,"NB 19TH AVE FS MOHAWK LN
",N,36703,SHELTERS,-12478887.31,3985008.072
515,33.487994,-112.099721,"NB 19TH AVE FS OSBORN RD
",S,58729,SHELTERS,-12478883.86,3960257.589
516,33.487994,-112.099721,"NB 19TH AVE FS OSBORN RD
",N,35393,SHELTERS,-12478883.86,3960257.589
517,33.582493,-112.099507,"NB 19TH AVE FS PEORIA AVE
",S,94864,SHELTERS,-12478860.04,3972877.865
518,33.582493,-112.099507,"NB 19TH AVE FS PEORIA AVE
",N,55948,SHELTERS,-12478860.04,3972877.865
519,33.637193,-112.099505,"NB 19TH AVE FS PHELPS RD
",S,65424,SHELTERS,-12478859.81,3980189.327
520,33.637193,-112.099505,"NB 19TH AVE FS PHELPS RD
",N,39251,SHELTERS,-12478859.81,3980189.327
521,33.676996,-112.099776,"NB 19TH AVE FS ROSE GARDEN LN
",S,64414,SHELTERS,-12478889.98,3985512.504
522,33.676996,-112.099776,"NB 19TH AVE FS ROSE GARDEN LN
",N,36703,SHELTERS,-12478889.98,3985512.504
523,33.593294,-112.099507,"NB 19TH AVE FS SUNNYSIDE DR
",S,94864,SHELTERS,-12478860.04,3974321.211
524,33.593294,-112.099507,"NB 19TH AVE FS SUNNYSIDE DR
",N,55948,SHELTERS,-12478860.04,3974321.211
525,33.611807,-112.099573,"NB 19TH AVE FS THUNDERBIRD RD
",S,70602,SHELTERS,-12478867.38,3976795.537
526,33.611807,-112.099573,"NB 19TH AVE FS THUNDERBIRD RD
",N,42589,SHELTERS,-12478867.38,3976795.537
527,33.629794,-112.099505,"NB 19TH AVE FS TIERRA BUENA LN
",S,65424,SHELTERS,-12478859.81,3979200.07
528,33.629794,-112.099505,"NB 19TH AVE FS TIERRA BUENA LN
",N,39251,SHELTERS,-12478859.81,3979200.07
529,33.655199,-112.099651,"NB 19TH AVE FS UNION HILLS DR
",S,72706,SHELTERS,-12478876.07,3982597.11
530,33.655199,-112.099651,"NB 19TH AVE FS UNION HILLS DR
",N,43162,SHELTERS,-12478876.07,3982597.11
531,33.451693,-112.100006,"NB 19TH AVE FS VAN BUREN ST
",S,72298,SHELTERS,-12478915.59,3955413.278
532,33.451693,-112.100006,"NB 19TH AVE FS VAN BUREN ST
",N,42865,SHELTERS,-12478915.59,3955413.278
533,33.575493,-112.099506,"NB 19TH AVE FS MOUNTAIN VIEW RD
",S,98599,SHELTERS,-12478859.93,3971942.547
534,33.575493,-112.099506,"NB 19TH AVE FS MOUNTAIN VIEW RD
",N,62920,SHELTERS,-12478859.93,3971942.547
535,33.509992,-112.030096,"NB 24TH ST FS CAMELBACK RD
",S,56058,SHELTERS,-12471133.24,3963194.175
536,33.509992,-112.030096,"NB 24TH ST FS CAMELBACK RD
",N,34761,SHELTERS,-12471133.24,3963194.175
537,33.502492,-112.030007,"NB 24TH ST FS CAMPBELL AVE
",W,49245,BENCHES,-12471123.33,3962192.892
538,33.485194,-112.030008,"NB 24TH ST FS CHEERY LYNN RD
",W,46449,BENCHES,-12471123.44,3959883.861
539,33.491493,-112.030006,"NB 24TH ST FS CLARENDON AVE
",S,61362,SHELTERS,-12471123.22,3960724.632
540,33.491493,-112.030006,"NB 24TH ST FS CLARENDON AVE
",N,31953,SHELTERS,-12471123.22,3960724.632
541,33.505994,-112.030006,"NB 24TH ST FS HIGHLAND AVE
",W,49245,BENCHES,-12471123.22,3962660.414
542,33.495187,-112.03011,"NB 24TH ST FS INDIAN SCHOOL RD
",S,65183,SHELTERS,-12471134.8,3961217.724
543,33.495187,-112.03011,"NB 24TH ST FS INDIAN SCHOOL RD
",N,39426,SHELTERS,-12471134.8,3961217.724
544,33.458994,-112.030007,"NB 24TH ST FS ROOSEVELT ST
",S,113500,SHELTERS,-12471123.33,3956387.422
545,33.458994,-112.030007,"NB 24TH ST FS ROOSEVELT ST
",N,67326,SHELTERS,-12471123.33,3956387.422
546,33.480834,-112.030028,"NB 24TH ST FS THOMAS RD
",S,103847,SHELTERS,-12471125.67,3959301.938
547,33.480834,-112.030028,"NB 24TH ST FS THOMAS RD
",N,62641,SHELTERS,-12471125.67,3959301.938
548,33.525194,-112.029706,"NB 24TH ST NS ARIZONA BILTMORE CIR
",S,56058,SHELTERS,-12471089.83,3965223.977
549,33.525194,-112.029706,"NB 24TH ST NS ARIZONA BILTMORE CIR
",N,34761,SHELTERS,-12471089.83,3965223.977
550,33.490993,-112.116805,"NB 27TH AVE NS WELDON AVE
",S,82141,SHELTERS,-12480785.64,3960657.892
551,33.490993,-112.116805,"NB 27TH AVE NS WELDON AVE
",N,49037,SHELTERS,-12480785.64,3960657.892
552,33.524702,-112.116807,"NB 27TH AVE FS BETHANY HOME RD
",S,47057,SHELTERS,-12480785.86,3965158.279
553,33.524702,-112.116807,"NB 27TH AVE FS BETHANY HOME RD
",N,28898,SHELTERS,-12480785.86,3965158.279
554,33.473643,-112.116886,"NB 27TH AVE FS ENCANTO BLVD
",W,44854,BENCHES,-12480794.66,3958342.228
555,33.538993,-112.116807,"NB 27TH AVE FS GLENDALE AVE
",S,35146,SHELTERS,-12480785.86,3967066.757
556,33.538993,-112.116807,"NB 27TH AVE FS GLENDALE AVE
",N,22292,SHELTERS,-12480785.86,3967066.757
557,33.466203,-112.117033,"NB 27TH AVE FS MCDOWELL RD
",S,59044,SHELTERS,-12480811.02,3957349.371
558,33.466203,-112.117033,"NB 27TH AVE FS MCDOWELL RD
",N,30155,SHELTERS,-12480811.02,3957349.371
559,33.546194,-112.116807,"NB 27TH AVE FS ORANGEWOOD AVE
",S,35146,SHELTERS,-12480785.86,3968028.527
560,33.546194,-112.116807,"NB 27TH AVE FS ORANGEWOOD AVE
",N,22292,SHELTERS,-12480785.86,3968028.527
561,33.469993,-112.117006,"NB 27TH AVE FS PALM LN
",S,59044,SHELTERS,-12480808.02,3957855.13
562,33.469993,-112.117006,"NB 27TH AVE FS PALM LN
",N,35688,SHELTERS,-12480808.02,3957855.13
563,33.480993,-112.11687,"NB 27TH AVE FS THOMAS RD
",S,82584,SHELTERS,-12480792.88,3959323.159
564,33.480993,-112.11687,"NB 27TH AVE FS THOMAS RD
",N,50531,SHELTERS,-12480792.88,3959323.159
565,33.477293,-112.116806,"NB 27TH AVE FS VIRGINIA AVE
",W,44854,BENCHES,-12480785.75,3958829.347
566,33.463361,-112.117118,"NB 27TH AVE FS I-10 FWY
",S,59176,SHELTERS,-12480820.48,3956970.133
567,33.463361,-112.117118,"NB 27TH AVE FS I-10 FWY
",N,35536,SHELTERS,-12480820.48,3956970.133
568,33.630373,-112.117958,"NB 28TH AVE FS KATHLEEN RD
",S,17548,SHELTERS,-12480913.99,3979277.48
569,33.630373,-112.117958,"NB 28TH AVE FS KATHLEEN RD
",N,11711,SHELTERS,-12480913.99,3979277.48
570,33.582293,-112.122006,"NB 28TH DR FS PEORIA AVE
",S,113484,SHELTERS,-12481364.61,3972851.141
571,33.582293,-112.122006,"NB 28TH DR FS PEORIA AVE
",N,69242,SHELTERS,-12481364.61,3972851.141
572,33.579199,-112.012965,"NB 32ND ST FS CHERYL DR
",S,53231,SHELTERS,-12469226.23,3972437.722
573,33.579199,-112.012965,"NB 32ND ST FS CHERYL DR
",N,32205,SHELTERS,-12469226.23,3972437.722
574,33.619193,-112.013206,"NB 32ND ST FS ACOMA DR
",W,42066,BENCHES,-12469253.05,3977782.849
575,33.640992,-112.013438,"NB 32ND ST FS BELL RD
",S,55966,SHELTERS,-12469278.88,3980697.292
576,33.640992,-112.013438,"NB 32ND ST FS BELL RD
",N,34189,SHELTERS,-12469278.88,3980697.292
577,33.597297,-112.01306,"NB 32ND ST FS CACTUS RD
",S,45202,SHELTERS,-12469236.8,3974856.18
578,33.597297,-112.01306,"NB 32ND ST FS CACTUS RD
",N,27916,SHELTERS,-12469236.8,3974856.18
579,33.499192,-112.012807,"NB 32ND ST FS GLENROSA AVE
",S,113062,SHELTERS,-12469208.64,3961752.354
580,33.499192,-112.012807,"NB 32ND ST FS GLENROSA AVE
",N,67314,SHELTERS,-12469208.64,3961752.354
581,33.626492,-112.01329,"NB 32ND ST FS GREENWAY RD
",S,49653,SHELTERS,-12469262.4,3978758.615
582,33.626492,-112.01329,"NB 32ND ST FS GREENWAY RD
",N,30250,SHELTERS,-12469262.4,3978758.615
583,33.648789,-112.013499,"NB 32ND ST FS GROVERS AVE
",S,55966,SHELTERS,-12469285.67,3981739.9
584,33.648789,-112.013499,"NB 32ND ST FS GROVERS AVE
",N,34189,SHELTERS,-12469285.67,3981739.9
585,33.495498,-112.012872,"NB 32ND ST FS INDIAN SCHOOL RD
",S,67996,SHELTERS,-12469215.87,3961259.239
586,33.495498,-112.012872,"NB 32ND ST FS INDIAN SCHOOL RD
",N,41042,SHELTERS,-12469215.87,3961259.239
587,33.466006,-112.012826,"NB 32ND ST FS MCDOWELL RD
",S,92762,SHELTERS,-12469210.75,3957323.083
588,33.466006,-112.012826,"NB 32ND ST FS MCDOWELL RD
",N,55558,SHELTERS,-12469210.75,3957323.083
589,33.633995,-112.013397,"NB 32ND ST FS PARADISE LN
",W,40688,SHELTERS,-12469274.32,3979761.739
590,33.480795,-112.012705,"NB 32ND ST FS THOMAS RD
",S,53056,SHELTERS,-12469197.28,3959296.733
591,33.480795,-112.012705,"NB 32ND ST FS THOMAS RD
",N,32512,SHELTERS,-12469197.28,3959296.733
592,33.611992,-112.013175,"NB 32ND ST FS THUNDERBIRD RD
",S,54344,SHELTERS,-12469249.6,3976820.265
593,33.611992,-112.013175,"NB 32ND ST FS THUNDERBIRD RD
",N,32805,SHELTERS,-12469249.6,3976820.265
594,33.630293,-112.013334,"NB 32ND ST FS TIERRA BUENA LN
",W,39195,BENCHES,-12469267.3,3979266.784
595,33.581291,-112.012974,"NB 32ND ST NS SHEA BLVD
",W,40748,BENCHES,-12469227.23,3972717.252
596,33.606807,-112.133757,"NB 35TH AVE FS WILLOW AVE
",S,83687,SHELTERS,-12482672.73,3976127.217
597,33.606807,-112.133757,"NB 35TH AVE FS WILLOW AVE
",N,49691,SHELTERS,-12482672.73,3976127.217
598,33.639794,-112.134205,"NB 35TH AVE FS BELL RD
",S,56074,SHELTERS,-12482722.6,3980537.105
599,33.639794,-112.134205,"NB 35TH AVE FS BELL RD
",N,31274,SHELTERS,-12482722.6,3980537.105
600,33.524799,-112.134185,"NB 35TH AVE FS BETHANY HOME RD
",S,69114,SHELTERS,-12482720.37,3965171.232
601,33.524799,-112.134185,"NB 35TH AVE FS BETHANY HOME RD
",N,41406,SHELTERS,-12482720.37,3965171.232
602,33.596811,-112.133857,"NB 35TH AVE FS CACTUS RD
",S,83687,SHELTERS,-12482683.86,3974791.229
603,33.596811,-112.133857,"NB 35TH AVE FS CACTUS RD
",N,49691,SHELTERS,-12482683.86,3974791.229
604,33.509716,-112.134111,"NB 35TH AVE FS CAMELBACK RD
",S,72028,SHELTERS,-12482712.14,3963157.327
605,33.509716,-112.134111,"NB 35TH AVE FS CAMELBACK RD
",N,42716,SHELTERS,-12482712.14,3963157.327
606,33.578988,-112.134003,"NB 35TH AVE FS CHERYL DR
",S,75718,SHELTERS,-12482700.11,3972409.528
607,33.578988,-112.134003,"NB 35TH AVE FS CHERYL DR
",N,45041,SHELTERS,-12482700.11,3972409.528
608,33.436715,-112.047574,"EB BUCKEYE RD FS 16TH ST
",W,51749,SHELTERS,-12473078.88,3953415.079
609,33.436715,-112.047574,"EB BUCKEYE RD FS 16TH ST
",E,31395,SHELTERS,-12473078.88,3953415.079
610,33.436715,-112.047574,EB BUCKEYE RD FS 16TH ST,N,0,BENCHES,-12473078.88,3953415.079
611,33.567992,-112.134005,"NB 35TH AVE FS DUNLAP AVE
",S,75504,SHELTERS,-12482700.34,3970940.37
612,33.567992,-112.134005,"NB 35TH AVE FS DUNLAP AVE
",N,46742,SHELTERS,-12482700.34,3970940.37
613,33.538794,-112.134007,"NB 35TH AVE FS GLENDALE AVE
",S,83662,SHELTERS,-12482700.56,3967040.179
614,33.538794,-112.134007,"NB 35TH AVE FS GLENDALE AVE
",N,43840,SHELTERS,-12482700.56,3967040.179
615,33.625793,-112.133506,"NB 35TH AVE FS GREENWAY RD
",S,68552,SHELTERS,-12482644.79,3978665.166
616,33.625793,-112.133506,"NB 35TH AVE FS GREENWAY RD
",N,40895,SHELTERS,-12482644.79,3978665.166
617,33.553693,-112.134005,"NB 35TH AVE FS NORTHERN AVE
",S,86105,SHELTERS,-12482700.34,3969030.183
618,33.553693,-112.134005,"NB 35TH AVE FS NORTHERN AVE
",N,50968,SHELTERS,-12482700.34,3969030.183
619,33.436672,-112.029502,"EB BUCKEYE RD FS COPPERHEAD DR
",W,55211,SHELTERS,-12471067.12,3953409.343
620,33.436672,-112.029502,"EB BUCKEYE RD FS COPPERHEAD DR
",E,33288,SHELTERS,-12471067.12,3953409.343
621,33.546294,-112.134006,"NB 35TH AVE FS ORANGEWOOD AVE
",S,83662,SHELTERS,-12482700.45,3968041.883
622,33.546294,-112.134006,"NB 35TH AVE FS ORANGEWOOD AVE
",N,49366,SHELTERS,-12482700.45,3968041.883
623,33.488196,-112.134251,"NB 35TH AVE FS OSBORN RD
",S,64364,SHELTERS,-12482727.72,3960284.551
624,33.488196,-112.134251,"NB 35TH AVE FS OSBORN RD
",N,39094,SHELTERS,-12482727.72,3960284.551
625,33.582316,-112.133991,"NB 35TH AVE FS PEORIA AVE
",W,56047,BENCHES,-12482698.78,3972854.214
626,33.527995,-112.134193,"NB 35TH AVE FS ROSE LN
",S,69114,SHELTERS,-12482721.27,3965598.011
627,33.527995,-112.134193,"NB 35TH AVE FS ROSE LN
",N,41406,SHELTERS,-12482721.27,3965598.011
628,33.481194,-112.134207,"NB 35TH AVE FS THOMAS RD
",S,63167,SHELTERS,-12482722.82,3959349.985
629,33.481194,-112.134207,"NB 35TH AVE FS THOMAS RD
",N,37765,SHELTERS,-12482722.82,3959349.985
630,33.611199,-112.133679,"NB 35TH AVE FS THUNDERBIRD RD
",S,68352,SHELTERS,-12482664.05,3976714.267
631,33.611199,-112.133679,"NB 35TH AVE FS THUNDERBIRD RD
",N,41083,SHELTERS,-12482664.05,3976714.267
632,33.628995,-112.133507,"NB 35TH AVE FS TIERRA BUENA LN
",S,68552,SHELTERS,-12482644.9,3979093.248
633,33.628995,-112.133507,"NB 35TH AVE FS TIERRA BUENA LN
",N,40895,SHELTERS,-12482644.9,3979093.248
634,33.654992,-112.134305,"NB 35TH AVE FS UNION HILLS DR
",S,93764,SHELTERS,-12482733.73,3982569.427
635,33.654992,-112.134305,"NB 35TH AVE FS UNION HILLS DR
",N,55356,SHELTERS,-12482733.73,3982569.427
636,33.451786,-112.134386,"NB 35TH AVE FS VAN BUREN ST
",S,120064,SHELTERS,-12482742.75,3955425.686
637,33.451786,-112.134386,"NB 35TH AVE FS VAN BUREN ST
",N,70505,SHELTERS,-12482742.75,3955425.686
638,33.640993,-111.996006,"NB 40TH ST FS BELL RD
",S,28951,SHELTERS,-12467338.36,3980697.426
639,33.640993,-111.996006,"NB 40TH ST FS BELL RD
",N,18769,SHELTERS,-12467338.36,3980697.426
640,33.626994,-111.995806,"NB 40TH ST FS GREENWAY RD
",S,38519,SHELTERS,-12467316.09,3978825.728
641,33.626994,-111.995806,"NB 40TH ST FS GREENWAY RD
",N,24142,SHELTERS,-12467316.09,3978825.728
642,33.43666,-112.040487,"EB BUCKEYE RD NS I-10 FWY
",W,52273,SHELTERS,-12472289.96,3953407.742
643,33.43666,-112.040487,"EB BUCKEYE RD NS I-10 FWY
",NE,31790,SHELTERS,-12472289.96,3953407.742
644,33.612307,-111.995855,"NB 40TH ST FS THUNDERBIRD RD
",S,51123,SHELTERS,-12467321.55,3976862.371
645,33.612307,-111.995855,"NB 40TH ST FS THUNDERBIRD RD
",N,31013,SHELTERS,-12467321.55,3976862.371
646,33.639793,-112.151507,"NB 43RD AVE FS BELL RD
",S,40323,SHELTERS,-12484648.65,3980536.971
647,33.639793,-112.151507,"NB 43RD AVE FS BELL RD
",N,28149,SHELTERS,-12484648.65,3980536.971
648,33.524289,-112.151418,"NB 43RD AVE FS BETHANY HOME RD
",S,83538,SHELTERS,-12484638.74,3965103.13
649,33.524289,-112.151418,"NB 43RD AVE FS BETHANY HOME RD
",N,49159,SHELTERS,-12484638.74,3965103.13
650,33.596794,-112.151006,"NB 43RD AVE FS CACTUS RD
",S,66187,SHELTERS,-12484592.88,3974788.957
651,33.596794,-112.151006,"NB 43RD AVE FS CACTUS RD
",N,40877,SHELTERS,-12484592.88,3974788.957
652,33.510501,-112.151335,"NB 43RD AVE FS CAMELBACK RD
",S,67675,SHELTERS,-12484629.5,3963262.132
653,33.510501,-112.151335,"NB 43RD AVE FS CAMELBACK RD
",N,47026,SHELTERS,-12484629.5,3963262.132
654,33.568493,-112.151505,"NB 43RD AVE FS DUNLAP AVE
",W,62595,BENCHES,-12484648.43,3971007.304
655,33.538793,-112.151208,"NB 43RD AVE FS GLENDALE AVE
",S,67045,SHELTERS,-12484615.37,3967040.046
656,33.538793,-112.151208,"NB 43RD AVE FS GLENDALE AVE
",N,40161,SHELTERS,-12484615.37,3967040.046
657,33.498793,-112.151506,"NB 43RD AVE FS GLENROSA AVE
",S,80676,SHELTERS,-12484648.54,3961699.09
658,33.498793,-112.151506,"NB 43RD AVE FS GLENROSA AVE
",N,48119,SHELTERS,-12484648.54,3961699.09
659,33.505721,-112.15146,"NB 43RD AVE FS HIGHLAND AVE
",S,80676,SHELTERS,-12484643.42,3962623.967
660,33.505721,-112.15146,"NB 43RD AVE FS HIGHLAND AVE
",N,48119,SHELTERS,-12484643.42,3962623.967
661,33.495811,-112.151544,"NB 43RD AVE FS INDIAN SCHOOL RD
",S,80676,SHELTERS,-12484652.77,3961301.021
662,33.495811,-112.151544,"NB 43RD AVE FS INDIAN SCHOOL RD
",N,48119,SHELTERS,-12484652.77,3961301.021
663,33.637704,-112.151551,"NB 43RD AVE FS JUNIPER AVE
",S,55477,SHELTERS,-12484653.55,3980257.652
664,33.637704,-112.151551,"NB 43RD AVE FS JUNIPER AVE
",N,36774,SHELTERS,-12484653.55,3980257.652
665,33.466702,-112.151689,"NB 43RD AVE FS MCDOWELL RD
",S,86137,SHELTERS,-12484668.91,3957415.959
666,33.466702,-112.151689,"NB 43RD AVE FS MCDOWELL RD
",N,51683,SHELTERS,-12484668.91,3957415.959
667,33.553696,-112.151491,"NB 43RD AVE FS NORTHERN AVE
",S,70677,SHELTERS,-12484646.87,3969030.584
668,33.553696,-112.151491,"NB 43RD AVE FS NORTHERN AVE
",N,42433,SHELTERS,-12484646.87,3969030.584
669,33.583192,-112.151259,"NB 43RD AVE FS PEORIA AVE
",S,69342,SHELTERS,-12484621.04,3972971.268
670,33.583192,-112.151259,"NB 43RD AVE FS PEORIA AVE
",N,41795,SHELTERS,-12484621.04,3972971.268
671,33.480794,-112.151507,"NB 43RD AVE FS THOMAS RD
",S,95725,SHELTERS,-12484648.65,3959296.599
672,33.480794,-112.151507,"NB 43RD AVE FS THOMAS RD
",N,57087,SHELTERS,-12484648.65,3959296.599
673,33.452293,-112.151706,"NB 43RD AVE FS VAN BUREN ST
",S,84920,SHELTERS,-12484670.8,3955493.331
674,33.452293,-112.151706,"NB 43RD AVE FS VAN BUREN ST
",N,50437,SHELTERS,-12484670.8,3955493.331
675,33.510802,-111.986593,"NB 44TH ST FS CAMELBACK RD
",S,69309,SHELTERS,-12466290.51,3963302.319
676,33.510802,-111.986593,"NB 44TH ST FS CAMELBACK RD
",N,41873,SHELTERS,-12466290.51,3963302.319
677,33.492493,-111.986807,"NB 44TH ST FS INDIANOLA AVE
",W,73592,BENCHES,-12466314.33,3960858.115
678,33.465886,-111.986996,"NB 44TH ST FS MCDOWELL RD
",S,117503,SHELTERS,-12466335.37,3957307.07
679,33.465886,-111.986996,"NB 44TH ST FS MCDOWELL RD
",N,68203,SHELTERS,-12466335.37,3957307.07
680,33.473293,-111.986805,"NB 44TH ST FS OAK ST
",S,121256,SHELTERS,-12466314.11,3958295.519
681,33.473293,-111.986805,"NB 44TH ST FS OAK ST
",N,71531,SHELTERS,-12466314.11,3958295.519
682,33.480694,-111.986808,"NB 44TH ST FS THOMAS RD
",S,103253,SHELTERS,-12466314.44,3959283.253
683,33.480694,-111.986808,"NB 44TH ST FS THOMAS RD
",N,61391,SHELTERS,-12466314.44,3959283.253
684,33.451492,-111.986807,"NB 44TH ST FS VAN BUREN ST
",S,54449,SHELTERS,-12466314.33,3955386.461
685,33.451492,-111.986807,"NB 44TH ST FS VAN BUREN ST
",N,33185,SHELTERS,-12466314.33,3955386.461
686,33.448728,-111.986936,"NB 44TH ST FS WASHINGTON ST
",S,46894,SHELTERS,-12466328.69,3955017.693
687,33.448728,-111.986936,"NB 44TH ST FS WASHINGTON ST
",N,30489,SHELTERS,-12466328.69,3955017.693
688,33.476995,-111.986808,"NB 44TH ST FS WILSHIRE DR
",S,121256,SHELTERS,-12466314.44,3958789.576
689,33.476995,-111.986808,"NB 44TH ST FS WILSHIRE DR
",N,71531,SHELTERS,-12466314.44,3958789.576
690,33.596793,-111.995007,"EB CACTUS RD FS 40TH ST
",W,106492,SHELTERS,-12467227.15,3974788.823
691,33.596793,-111.995007,"EB CACTUS RD FS 40TH ST
",E,66508,SHELTERS,-12467227.15,3974788.823
692,33.596793,-111.995007,EB CACTUS RD FS 40TH ST,N,0,BENCHES,-12467227.15,3974788.823
693,33.453993,-111.986806,"NB 44TH ST NS MCKINLEY ST
",W,42249,BENCHES,-12466314.22,3955720.149
694,33.597994,-111.991008,"EB CACTUS RD FS 42ND ST
",W,106492,SHELTERS,-12466781.98,3974949.332
695,33.597994,-111.991008,"EB CACTUS RD FS 42ND ST
",E,63472,SHELTERS,-12466781.98,3974949.332
696,33.596702,-112.168557,"NB 51ST AVE FS CACTUS RD
",S,60730,SHELTERS,-12486546.65,3974776.662
697,33.596702,-112.168557,"NB 51ST AVE FS CACTUS RD
",N,36511,SHELTERS,-12486546.65,3974776.662
