OBJECTID,lat,long,hoverText,heading,weeklyImpr,productTyp,POINT_X,POINT_Y
1,33.434264,-111.905819,LOOP 202 S/L JST W/O LOOP 101 #1 (02-1W),W,624098,BULLETINS,-12457298.79,3953088.126
2,33.434264,-111.905819,LOOP 202 S/L JST W/O LOOP 101 #1 (02-1E),E,486407,BULLETINS,-12457298.79,3953088.126
3,33.434756,-111.90245,LOOP 202 JUST W/O LOOP 101 #3 (01-3E),E,238586,Digital,-12456923.75,3953153.756
4,33.434756,-111.90245,LOOP 202 JUST W/O LOOP 101 #3 (01-3W),W,298238,Digital,-12456923.75,3953153.756
5,33.434829,-111.900795,LOOP 202 JUST W/O LOOP 101 #4 (01-4E),E,238586,Digital,-12456739.52,3953163.494
6,33.434829,-111.900795,LOOP 202 JUST W/O LOOP 101 #4 (01-4W),W,298238,Digital,-12456739.52,3953163.494
7,33.30614,-111.7213,HIGLEY W/L 200' S/O WILLIAMS F RD(02-7N),N,28883,BULLETINS,-12436758.23,3936009.785
8,33.30614,-111.7213,HIGLEY W/L 200' S/O WILLIAMS F RD(02-7S),S,22886,BULLETINS,-12436758.23,3936009.785
9,33.581431,-112.116158,I-17 EL @ PEORIA (02-8N),N,746449,BULLETINS,-12480713.62,3972735.959
10,33.581431,-112.116158,I-17 EL @ PEORIA (02-8S),S,783043,BULLETINS,-12480713.62,3972735.959
11,33.688194,-112.048142,DEER VALLEY RD NL & 16TH ST (02-9E),E,93268,BULLETINS,-12473142.11,3987010.548
12,33.688194,-112.048142,DEER VALLEY RD NL & 16TH ST (02-9W),W,75644,BULLETINS,-12473142.11,3987010.548
13,33.580688,-112.013379,32ND ST W/L 600' S/O SHEA (02-10N),N,72278,BULLETINS,-12469272.31,3972636.679
14,33.20556,-111.8398,ARIZONA AVE EL 500' N/O HUNT HWY(02-12S),S,28456,BULLETINS,-12449949.59,3922620.509
15,33.20556,-111.8398,ARIZONA AVE EL 500' N/O HUNT HWY(02-12N),N,22780,BULLETINS,-12449949.59,3922620.509
16,33.46513,-112.4787,195TH AVE EL @ MCDOWELL RD (02-14N),N,10149,BULLETINS,-12521071.61,3957206.188
17,33.46513,-112.4787,195TH AVE EL @ MCDOWELL RD (02-14S),S,12071,BULLETINS,-12521071.61,3957206.188
18,33.771088,-111.981558,CAVE CREEK W/L @ LONE MTN ROAD (02-4N),N,31885,BULLETINS,-12465730.01,3998105.998
19,33.771088,-111.981558,CAVE CREEK W/L @ LONE MTN ROAD (02-4S),S,19442,BULLETINS,-12465730.01,3998105.998
20,33.588813,-112.116348,I-17 E/L 1/2 MI S/O CACTUS (02-6N),N,294607,Digital,-12480734.77,3973722.39
21,33.588813,-112.116348,I-17 E/L 1/2 MI S/O CACTUS (02-6S),S,366149,Digital,-12480734.77,3973722.39
22,33.21127,-111.677,SANTAN BLVD SL BTWN POWER&SOSSMN(02-19E),E,6889,BULLETINS,-12431826.77,3923380.215
23,33.21127,-111.677,SANTAN BLVD SL BTWN POWER&SOSSMN(02-19W),W,9022,BULLETINS,-12431826.77,3923380.215
24,33.37708,-112.178117,BASELINE S/L @ 55TH AVE (02-22E),E,36806,BULLETINS,-12487610.86,3945462.653
25,33.37708,-112.178117,BASELINE S/L @ 55TH AVE (02-22W),W,50136,BULLETINS,-12487610.86,3945462.653
26,33.71301,-112.0826,HAPPY VALLEY RD NL @ 7TH AVE (02-23E),E,22634,BULLETINS,-12476977.96,3990331.072
27,33.71301,-112.0826,HAPPY VALLEY RD NL @ 7TH AVE (02-23W),W,17117,BULLETINS,-12476977.96,3990331.072
28,33.21849,-111.685724,POWER RD EL 200' S/O RIGGS RD (02-17N),N,18916,BULLETINS,-12432797.92,3924340.896
29,33.21849,-111.685724,POWER RD EL 200' S/O RIGGS RD (02-17S),S,23455,BULLETINS,-12432797.92,3924340.896
30,33.2144,-111.686,POWER RD WL 1200' S/O RIGGS RD (02-18N),N,20829,BULLETINS,-12432828.65,3923796.678
31,33.2144,-111.686,POWER RD WL 1200' S/O RIGGS RD (02-18S),S,16288,BULLETINS,-12432828.65,3923796.678
32,33.42928,-112.1348,35TH AVE W/L 100' S/O DURANGO (02-27S),S,69393,BULLETINS,-12482788.84,3952423.311
33,33.42928,-112.1348,35TH AVE W/L 100' S/O DURANGO (02-27N),N,89324,BULLETINS,-12482788.84,3952423.311
34,33.63831,-112.2762,BELL ROAD N/L 400' W/O 99TH AVE (02-28E),E,132770,BULLETINS,-12498529.41,3980338.679
35,33.63831,-112.2762,BELL ROAD N/L 400' W/O 99TH AVE (02-28W),W,98099,BULLETINS,-12498529.41,3980338.679
36,33.22134,-111.824,MCQUEEN RD E/L 1000' N/O RIGGS RD 02-31N,N,23756,BULLETINS,-12448190.74,3924720.134
37,33.22134,-111.824,MCQUEEN RD E/L 1000' N/O RIGGS RD 02-31S,S,30324,BULLETINS,-12448190.74,3924720.134
38,33.219255,-111.686053,RIGGS RD S/L @ POWER RD (02-30E),E,20210,BULLETINS,-12432834.55,3924442.69
39,33.219255,-111.686053,RIGGS RD S/L @ POWER RD (02-30W),W,25515,BULLETINS,-12432834.55,3924442.69
40,33.63774,-112.2903,BELL ROAD S/L 50' W/O 107TH AVE (02-33W),W,207304,BULLETINS,-12500099.02,3980262.465
41,33.63774,-112.2903,BELL ROAD S/L 50' W/O 107TH AVE (02-33E),E,187571,BULLETINS,-12500099.02,3980262.465
42,33.64051,-112.27532,99TH AVE W/L 700' N/O BELL ROAD (02-34N),N,20281,BULLETINS,-12498431.45,3980632.842
43,33.64051,-112.27532,99TH AVE W/L 700' N/O BELL ROAD (02-34S),S,15873,BULLETINS,-12498431.45,3980632.842
44,33.45127,-112.0041,VAN BUREN S/L @ 36TH ST (02-29E),E,30871,BULLETINS,-12468239.38,3955356.841
45,33.45127,-112.0041,VAN BUREN S/L @ 36TH ST (02-29W),W,39456,BULLETINS,-12468239.38,3955356.841
46,33.712589,-112.107334,HAPPY VLY RD S/L 300' E/O 23 AVE 02-35W,W,57876,BULLETINS,-12479731.34,3990274.732
47,33.712589,-112.107334,HAPPY VLY RD S/L 300' E/O 23 AVE 02-35E,E,45929,BULLETINS,-12479731.34,3990274.732
48,33.451113,-112.162491,VAN BUREN S/L 100' E/O 48TH AVE (02-36W),W,58915,BULLETINS,-12485871.38,3955335.894
49,33.451113,-112.162491,VAN BUREN S/L 100' E/O 48TH AVE (02-36E),E,45756,BULLETINS,-12485871.38,3955335.894
50,33.65801,-112.35256,RH JNSON BLVD W/L 200' N/O SNDRDG 02-37N,N,44811,BULLETINS,-12507029.77,3982973.046
51,33.65801,-112.35256,RH JNSON BLVD W/L 200' N/O SNDRDG 02-37S,S,33931,BULLETINS,-12507029.77,3982973.046
52,33.219117,-111.820587,RIGGS RD N/L 1/4 E/O MCQUEEN (02-39E),E,46245,BULLETINS,-12447810.81,3924424.327
53,33.219117,-111.820587,RIGGS RD N/L 1/4 E/O MCQUEEN (02-39W),W,35477,BULLETINS,-12447810.81,3924424.327
54,33.35862,-111.969355,I-10 E/L BTWN GUADALUPE&ELLIOT (02-40N),N,309258,Digital,-12464371.58,3943002.087
55,33.35862,-111.969355,I-10 E/L BTWN GUADALUPE&ELLIOT (02-40S),S,411911,Digital,-12464371.58,3943002.087
56,33.357179,-111.969725,I-10 E/L BTWN GUADALUPE&ELLIOT (02-41N),N,309258,Digital,-12464412.77,3942810.036
57,33.357179,-111.969725,I-10 E/L BTWN GUADALUPE&ELLIOT (02-41S),S,411911,Digital,-12464412.77,3942810.036
58,33.685618,-112.066037,7TH ST W/L @ DEER VALLEY RD (02-43N),N,21972,BULLETINS,-12475134.17,3986665.919
59,33.685618,-112.066037,7TH ST W/L @ DEER VALLEY RD  (02-43S),S,16197,BULLETINS,-12475134.17,3986665.919
60,33.451506,-112.16612,VAN BUREN N/L 1000' E/O 51 AVE (02-45E),E,57918,BULLETINS,-12486275.36,3955388.328
61,33.451506,-112.16612,VAN BUREN N/L 1000' E/O 51 AVE (02-45W),W,44725,BULLETINS,-12486275.36,3955388.328
62,33.45435,-112.1691,51 AVE E/L 1000' N/O VAN BUREN (02-44N),N,113040,BULLETINS,-12486607.09,3955767.782
63,33.45435,-112.1691,51 AVE E/L 1000' N/O VAN BUREN (02-44S),S,143863,BULLETINS,-12486607.09,3955767.782
64,33.46199,-112.2457,I-10 S/L 1200' W/O 83RD AVE (02-62E),E,301888,Digital,-12495134.17,3956787.19
65,33.46199,-112.2457,I-10 S/L 1200' W/O 83RD AVE (02-62W),W,396564,Digital,-12495134.17,3956787.19
66,33.46199,-112.2596,I-10 S/L 1500' W/O 91ST AVE (02-61E),E,292297,Digital,-12496681.51,3956787.19
67,33.46199,-112.2596,I-10 S/L 1500' W/O 91ST AVE (02-61W),W,362063,Digital,-12496681.51,3956787.19
68,33.462061,-112.166312,I-10 S/L 1000' E/O 51ST AVE (02-56W),W,953334,BULLETINS,-12486296.74,3956796.664
69,33.462061,-112.166312,I-10 S/L 1000' E/O 51ST AVE (02-56E),E,374565,Digital,-12486296.74,3956796.664
70,33.54081,-112.271105,SR101 W/L 1200' N/O GLENDALE AVE 02-59N,N,225745,Digital,-12497962.24,3967309.429
71,33.54081,-112.271105,SR101 W/L 1200' N/O GLENDALE AVE 02-59S,S,173096,Digital,-12497962.24,3967309.429
72,33.537478,-112.270663,SR 101 NW CRNR GLENDALE&LP 101 (02-58N),N,215647,Digital,-12497913.04,3966864.423
73,33.537478,-112.270663,SR 101 NW CRNR GLENDALE&LP 101 (02-58S),S,240866,Digital,-12497913.04,3966864.423
74,33.537478,-112.270663,SR 101 NW CRNR GLENDALE&LP 101 (02-58W),W,83992,BULLETINS,-12497913.04,3966864.423
75,33.451096,-112.018814,VAN BUREN S/L @ 29TH ST (02-46E),E,56532,BULLETINS,-12469877.33,3955333.626
76,33.451096,-112.018814,VAN BUREN S/L @ 29TH ST (02-46W),W,73805,BULLETINS,-12469877.33,3955333.626
77,33.45133,-112.1518,43RD AVE S/L @ VAN BUREN (02-47NE),NE,169157,BULLETINS,-12484681.27,3955364.847
78,33.684217,-112.066037,DEER VALLEY RD N/L 7TH ST (02-42E),E,51070,BULLETINS,-12475134.17,3986478.491
79,33.684217,-112.066037,DEER VALLEY RD N/L 7TH ST (02-42W),W,23904,BULLETINS,-12475134.17,3986478.491
80,33.451167,-112.026538,VAN BUREN S/L 1000' E/O 24TH ST (02-49E),E,35171,BULLETINS,-12470737.17,3955343.099
81,33.451167,-112.026538,VAN BUREN S/L 1000' E/O 24TH ST (02-49W),W,44715,BULLETINS,-12470737.17,3955343.099
82,33.51073,-112.11698,27 AVE W/L 2000' N/O CAMELBACK (02-50N),N,48653,BULLETINS,-12480805.12,3963292.706
83,33.51073,-112.11698,27 AVE W/L 2000' N/O CAMELBACK (02-50S),S,37865,BULLETINS,-12480805.12,3963292.706
84,33.44748,-112.16929,51 AVE E/L 1000' S/O VAN BUREN (02-51N),N,83223,BULLETINS,-12486628.25,3954851.191
85,33.44748,-112.16929,51 AVE E/L 1000' S/O VAN BUREN (02-51S),S,113778,BULLETINS,-12486628.25,3954851.191
86,33.53629,-112.326329,GLENDALE S/L 1000' W/O EL MIRAGE 02-52E,E,30338,BULLETINS,-12504109.75,3966705.763
87,33.53629,-112.326329,GLENDALE S/L 1000' W/O EL MIRAGE 02-52W,W,41213,BULLETINS,-12504109.75,3966705.763
88,33.46012,-112.15625,I-10 S/L 1000' W/O 43RD AVE (02-57E),E,732855,BULLETINS,-12485176.64,3956537.667
89,33.46012,-112.15625,I-10 S/L 1000' W/O 43RD AVE (02-57W),W,919584,BULLETINS,-12485176.64,3956537.667
90,33.40748,-111.9943,BROADWAY N/L 1500' E/O 40TH ST (02-60E),E,123245,BULLETINS,-12467148.45,3949515.861
91,33.40748,-111.9943,BROADWAY N/L 1500' E/O 40TH ST (02-60W),W,48991,BULLETINS,-12467148.45,3949515.861
92,33.45192,-112.0123,32ND ST E/L 500' N/O VAN BUREN (02-63N),N,84398,BULLETINS,-12469152.2,3955443.565
93,33.45192,-112.0123,32ND ST E/L 500' N/O VAN BUREN (02-63S),S,111486,BULLETINS,-12469152.2,3955443.565
94,33.50589,-112.1523,43 AVE W/L 2000' S/O CAMELBACK (02-64N),N,73517,BULLETINS,-12484736.93,3962646.529
95,33.50589,-112.1523,43 AVE W/L 2000' S/O CAMELBACK (02-64S),S,55130,BULLETINS,-12484736.93,3962646.529
96,33.47721,-112.117,27 AVE W/L BTWN THOMAS&MCDOWELL (02-66N),N,63761,BULLETINS,-12480807.35,3958818.269
97,33.47721,-112.117,27 AVE W/L BTWN THOMAS&MCDOWELL (02-66S),S,51160,BULLETINS,-12480807.35,3958818.269
98,33.44251,-112.237,83RD AVE E/L 2000' N/O BUCKEYE (02-67N),N,40963,BULLETINS,-12494165.69,3954188.143
99,33.44251,-112.237,83RD AVE E/L 2000' N/O BUCKEYE (02-67S),S,54878,BULLETINS,-12494165.69,3954188.143
100,33.361574,-111.96869,I-10 1000' S/O GUADALUPE (02-68N),N,314456,Digital,-12464297.56,3943395.796
101,33.361574,-111.96869,I-10 1000' S/O GUADALUPE (02-68S),S,414510,Digital,-12464297.56,3943395.796
102,33.49456,-112.1182,INDIAN SCHOOL RD S/L @ 27 AVE  (02-48E),E,157511,BULLETINS,-12480940.93,3961134.028
103,33.49456,-112.1182,INDIAN SCHOOL RD S/L @ 27 AVE (02-48W),W,136027,BULLETINS,-12480940.93,3961134.028
104,33.461175,-112.094676,I-10 S/L @ GRAND (02-69E),E,578345,Digital,-12478322.25,3956678.44
105,33.461175,-112.094676,I-10 S/L @ GRAND (02-69W),W,620511,Digital,-12478322.25,3956678.44
106,33.42698,-112.0283,I-10 N/L @ 24TH ST (02-70E),E,502277,Digital,-12470933.31,3952116.527
107,33.42698,-112.0283,I-10 N/L @ 24TH ST (02-70W),W,415407,Digital,-12470933.31,3952116.527
108,33.429901,-111.892211,NW CRNR L 101 & RIO SALADO PKWY (02-71N),N,412271,Digital,-12455783.95,3952506.144
109,33.429901,-111.892211,NW CORNER L 101 & RIO SALADO PKWY 02-71S,S,329318,Digital,-12455783.95,3952506.144
110,33.44868,-112.0169,WASHINGTON N/L 100' E/O 30TH ST (02-72E),E,32040,BULLETINS,-12469664.27,3955011.289
111,33.44868,-112.0169,WASHINGTON N/L 100' E/O 30TH ST (02-72W),W,25769,BULLETINS,-12469664.27,3955011.289
112,33.88843,-112.1453,"I-17 E/L, 1 MILE N/O ANTHEM WAY (02-74N)",N,126244,BULLETINS,-12483957.69,4013830.722
113,33.88843,-112.1453,"I-17 E/L, 1 MILE N/O ANTHEM WAY (02-74S)",S,166347,BULLETINS,-12483957.69,4013830.722
114,33.4167,-111.9952,40 ST E/L BTWN I-10 & UNIVERSITY 02-75N,N,45084,BULLETINS,-12467248.64,3950745.437
115,33.4167,-111.9952,40 ST E/L BTWN I-10 & UNIVERSITY 02-75S,S,58293,BULLETINS,-12467248.64,3950745.437
116,33.396685,-111.968098,I-10 FWY 1/4 MI N/O US 60 (02-76N),N,518108,Digital,-12464231.65,3948076.41
117,33.396685,-111.968098,I-10 FWY 1/4 MI N/O US 60 (02-76S),S,361983,Digital,-12464231.65,3948076.41
118,33.5651,-112.06513,7TH ST E/L 1000' S/O DUNLAP (02-77N),N,30461,BULLETINS,-12475033.21,3970554.006
119,33.5651,-112.06513,7TH ST E/L 1000' S/O DUNLAP (02-77S),S,38647,BULLETINS,-12475033.21,3970554.006
120,33.55131,-112.42042,NORTHERN S/L 300' W/O LOOP 303 (02-78E),E,44055,BULLETINS,-12514583.91,3968711.872
121,33.55131,-112.42042,NORTHERN S/L 300' W/O LOOP 303 (02-78W),W,22493,BULLETINS,-12514583.91,3968711.872
122,33.54376,-112.41859,LP 303 W/L 2500' S/O NORTHERN (303-9.7N),N,40332,BULLETINS,-12514380.19,3967703.431
123,33.54376,-112.41859,LP 303 W/L 2500' S/O NORTHERN (303-9.7S),S,31287,BULLETINS,-12514380.19,3967703.431
124,33.5479,-112.41855,LP 303 W/L 1500' S/O NORTHERN (303-9.9N),N,35461,BULLETINS,-12514375.74,3968256.393
125,33.5479,-112.41855,LP 303 W/L 1500' S/O NORTHERN (303-9.9S),S,26670,BULLETINS,-12514375.74,3968256.393
126,33.55133,-112.4185,LP303 W/L 300' S/O W.NORTHERN 303-10.11N,N,36213,BULLETINS,-12514370.18,3968714.543
127,33.55133,-112.4185,LP303 W/L 300' S/O W.NORTHERN 303-10.11S,S,27423,BULLETINS,-12514370.18,3968714.543
128,33.465733,-112.119749,MCDOWELL S/L 2000' W/O 27 AVE (02-73E),E,41326,BULLETINS,-12481113.37,3957286.653
129,33.465733,-112.119749,MCDOWELL S/L 2000' W/O 27 AVE (02-73W),W,54283,BULLETINS,-12481113.37,3957286.653
130,33.434571,-111.904127,LOOP S/L 202 JST W/O LOOP 101 #2 (02-2W),W,624098,BULLETINS,-12457110.44,3953129.078
131,33.434571,-111.904127,LOOP S/L 202 JST W/O LOOP 101(02-2E)(TV),E,482755,BULLETINS,-12457110.44,3953129.078
132,33.4156,-111.65881,MAIN ST. (HWY60) 1MI. W/O 202.,W,49672,BULLETINS,-12429801.87,3950598.734
133,33.4156,-111.65881,MAIN ST. (HWY60) 1MI. W/O 202.,E,67149,BULLETINS,-12429801.87,3950598.734
134,33.444472,-112.082801,W/L 7TH AVE S/O JEFFERSON ST,N,82564,BULLETINS,-12477000.33,3954449.889
135,33.444472,-112.082801,W/L 7TH AVE S/O JEFFERSON ST,S,62639,BULLETINS,-12477000.33,3954449.889
136,33.434862,-111.897288,LOOP 202 S/L W/O LOOP 101 (02-80E),E,305443,Digital,-12456349.12,3953167.896
137,33.434862,-111.897288,LOOP 202 S/L W/O LOOP 101 (02-80W),W,396882,Digital,-12456349.12,3953167.896
138,33.884525,-112.148175,W/S 1-17 3000' N/O ANTHEMN WAY,N,145870,BULLETINS,-12484277.73,4013307.074
139,33.884525,-112.148175,W/S 1-17 3000' N/O ANTHEMN WAY,S,105724,BULLETINS,-12484277.73,4013307.074
140,33.462062,-112.19479,S/S I-10 2500' E/O 67TH AVE (SIGN #6),E,739685,BULLETINS,-12489466.89,3956796.798
141,33.462062,-112.19479,S/S I-10 2500' E/O 67TH AVE (SIGN #6),W,584408,Digital,-12489466.89,3956796.798
142,33.46182,-112.201403,S/S I-10 500' E/O 67TH AVE (SIGN #2),W,871477,BULLETINS,-12490203.05,3956764.506
143,33.46182,-112.201403,S/S I-10 500' E/O 67TH AVE (SIGN #2),E,331808,Digital,-12490203.05,3956764.506
144,33.428189,-112.059742,S/S I-17 E/O 7TH STREET,E,278556,Digital,-12474433.42,3952277.788
145,33.428189,-112.059742,S/S I-17 E/O 7TH STREET,W,357297,Digital,-12474433.42,3952277.788
146,33.462039,-112.198104,S/S I-10 1500' E/O 67TH AVE (SIGN #4),W,578776,Digital,-12489835.81,3956793.729
147,33.462039,-112.198104,S/S I-10 1500' E/O 67TH AVE (SIGN #4),E,729511,BULLETINS,-12489835.81,3956793.729
148,33.524443,-112.269947,SR 101 W/L 1200' N/O BETHANY HOME RD NF,N,333387,Digital,-12497833.33,3965123.694
149,33.524443,-112.269947,SR 101 W/L 1200' N/O BETHANY HOME RD SF,S,259029,Digital,-12497833.33,3965123.694
150,33.544473,-112.27216,SR 101 W/L 2000' S/O NORTHERN AVE NF,N,321719,Digital,-12498079.68,3967798.662
151,33.544473,-112.27216,SR 101 W/L 2000' S/O NORTHERN AVE SF,S,248863,Digital,-12498079.68,3967798.662
152,33.3432,-111.9717,I-10 E/L BTWN ELLIOT & WARNER (02-53N),N,585222,BULLETINS,-12464632.63,3940947.129
153,33.3432,-111.9717,I-10 E/L BTWN ELLIOT & WARNER (02-53S),S,720291,BULLETINS,-12464632.63,3940947.129
154,33.449656,-112.038415,W/L I-10 500' N/O WASHINGTON ST,N,332157,Digital,-12472059.31,3955141.504
155,33.449656,-112.038415,W/L I-10 500' N/O WASHINGTON ST,S,260384,Digital,-12472059.31,3955141.504
156,33.640294,-111.979807,EB BELL RD MB 44TH ST,W,93022,SHELTERS,-12465535.09,3980603.96
157,33.640294,-111.979807,EB BELL RD MB 44TH ST,E,54410,SHELTERS,-12465535.09,3980603.96
158,33.639192,-112.146308,EB BELL RD FS 41ST AVE,W,88420,SHELTERS,-12484069.9,3980456.611
159,33.639192,-112.146308,EB BELL RD FS 41ST AVE,E,52229,SHELTERS,-12484069.9,3980456.611
160,33.639992,-112.086706,"EB BELL RD FS 11TH AVE
",N,56949,BENCHES,-12477435.04,3980563.579
161,33.639995,-112.091007,"EB BELL RD FS 15TH AVE
",W,77277,SHELTERS,-12477913.82,3980563.981
162,33.639995,-112.091007,"EB BELL RD FS 15TH AVE
",E,46462,SHELTERS,-12477913.82,3980563.981
163,33.639994,-112.095006,"EB BELL RD FS 17TH AVE
",W,77277,SHELTERS,-12478358.99,3980563.847
164,33.639994,-112.095006,"EB BELL RD FS 17TH AVE
",E,45292,SHELTERS,-12478358.99,3980563.847
165,33.639994,-112.095006,EB BELL RD FS 17TH AVE,N,0,BENCHES,-12478358.99,3980563.847
166,33.639794,-112.098705,"EB BELL RD FS 19TH AVE
",W,77277,SHELTERS,-12478770.76,3980537.105
167,33.639794,-112.098705,"EB BELL RD FS 19TH AVE
",E,46462,SHELTERS,-12478770.76,3980537.105
168,33.639793,-112.102707,"EB BELL RD FS 21ST AVE
",W,111271,SHELTERS,-12479216.26,3980536.971
169,33.639793,-112.102707,"EB BELL RD FS 21ST AVE
",E,65546,SHELTERS,-12479216.26,3980536.971
170,33.639871,-112.107886,"EB BELL RD FS 23RD AVE
",W,110315,SHELTERS,-12479792.78,3980547.4
171,33.639871,-112.107886,"EB BELL RD FS 23RD AVE
",E,64177,SHELTERS,-12479792.78,3980547.4
172,33.639721,-112.120818,"EB BELL RD FS 29TH AVE
",W,108367,SHELTERS,-12481232.37,3980527.344
173,33.639721,-112.120818,"EB BELL RD FS 29TH AVE
",E,62542,SHELTERS,-12481232.37,3980527.344
174,33.639721,-112.120818,EB BELL RD FS 29TH AVE,N,0,BENCHES,-12481232.37,3980527.344
175,33.639492,-112.124508,"EB BELL RD FS 31ST AVE
",W,108367,SHELTERS,-12481643.14,3980496.724
176,33.639492,-112.124508,"EB BELL RD FS 31ST AVE
",E,64262,SHELTERS,-12481643.14,3980496.724
177,33.639249,-112.151036,"EB BELL RD FS 43RD AVE
",W,97525,SHELTERS,-12484596.22,3980464.232
178,33.639249,-112.151036,"EB BELL RD FS 43RD AVE
",E,57014,SHELTERS,-12484596.22,3980464.232
179,33.639249,-112.151036,EB BELL RD FS 43RD AVE,N,0,BENCHES,-12484596.22,3980464.232
180,33.640292,-111.964206,"EB BELL RD FS 54TH ST
",W,79171,SHELTERS,-12463798.4,3980603.693
181,33.640292,-111.964206,"EB BELL RD FS 54TH ST
",E,47569,SHELTERS,-12463798.4,3980603.693
182,33.638795,-112.168505,"EB BELL RD FS 51ST AVE
",W,92016,SHELTERS,-12486540.86,3980403.528
183,33.638795,-112.168505,"EB BELL RD FS 51ST AVE
",E,55770,SHELTERS,-12486540.86,3980403.528
184,33.640192,-111.959507,"EB BELL RD FS 56TH ST
",W,84223,SHELTERS,-12463275.31,3980590.322
185,33.640192,-111.959507,"EB BELL RD FS 56TH ST
",E,50056,SHELTERS,-12463275.31,3980590.322
186,33.639993,-112.082306,"EB BELL RD FS 7TH AVE
",W,100372,SHELTERS,-12476945.23,3980563.713
187,33.639993,-112.082306,"EB BELL RD FS 7TH AVE
",E,57753,SHELTERS,-12476945.23,3980563.713
188,33.523957,-112.09525,"EB BETHANY HOME RD FS 17TH AVE
",W,97292,SHELTERS,-12478386.15,3965058.797
189,33.523957,-112.09525,"EB BETHANY HOME RD FS 17TH AVE
",E,57030,SHELTERS,-12478386.15,3965058.797
190,33.523933,-112.093084,"EB BETHANY HOME RD NS 15TH AVE
",W,95513,SHELTERS,-12478145.03,3965055.592
191,33.523933,-112.093084,"EB BETHANY HOME RD NS 15TH AVE
",E,55886,SHELTERS,-12478145.03,3965055.592
192,33.524006,-112.099171,"EB BETHANY HOME RD FS 19TH AVE
",W,95513,SHELTERS,-12478822.63,3965065.34
193,33.524006,-112.099171,"EB BETHANY HOME RD FS 19TH AVE
",E,55886,SHELTERS,-12478822.63,3965065.34
194,33.524006,-112.099171,EB BETHANY HOME RD FS 19TH AVE,N,0,BENCHES,-12478822.63,3965065.34
195,33.523963,-112.107709,"EB BETHANY HOME RD FS 23RD AVE
",W,115910,SHELTERS,-12479773.08,3965059.598
196,33.523963,-112.107709,"EB BETHANY HOME RD FS 23RD AVE
",E,65086,SHELTERS,-12479773.08,3965059.598
197,33.523963,-112.107709,EB BETHANY HOME RD FS 23RD AVE,N,0,BENCHES,-12479773.08,3965059.598
198,33.523923,-112.115712,"EB BETHANY HOME RD FS 27TH AVE
",W,128464,SHELTERS,-12480663.97,3965054.257
199,33.523923,-112.115712,"EB BETHANY HOME RD FS 27TH AVE
",E,74978,SHELTERS,-12480663.97,3965054.257
200,33.523868,-112.133691,"EB BETHANY HOME RD FS 35TH AVE
",W,93626,SHELTERS,-12482665.38,3965046.913
201,33.523868,-112.133691,"EB BETHANY HOME RD FS 35TH AVE
",E,55287,SHELTERS,-12482665.38,3965046.913
202,33.52381,-112.150714,"EB BETHANY HOME RD FS 43RD AVE
",W,81464,SHELTERS,-12484560.37,3965039.168
203,33.52381,-112.150714,"EB BETHANY HOME RD FS 43RD AVE
",E,47751,SHELTERS,-12484560.37,3965039.168
204,33.640192,-111.951207,"EB BELL RD FS 60TH ST
",W,84223,SHELTERS,-12462351.36,3980590.322
205,33.640192,-111.951207,"EB BELL RD FS 60TH ST
",E,50056,SHELTERS,-12462351.36,3980590.322
206,33.639993,-112.065007,"EB BELL RD FS 7TH ST
",W,84446,SHELTERS,-12475019.52,3980563.713
207,33.639993,-112.065007,"EB BELL RD FS 7TH ST
",E,49226,SHELTERS,-12475019.52,3980563.713
208,33.436782,-112.134154,"EB BUCKEYE RD FS 35TH AVE
",N,57845,BENCHES,-12482716.92,3953424.016
209,33.436694,-112.159806,"EB BUCKEYE RD FS 47TH AVE
",W,62178,SHELTERS,-12485572.49,3953412.277
210,33.436694,-112.159806,"EB BUCKEYE RD FS 47TH AVE
",E,36843,SHELTERS,-12485572.49,3953412.277
211,33.436495,-112.168506,"EB BUCKEYE RD FS 51ST AVE
",W,62648,SHELTERS,-12486540.97,3953385.731
212,33.436495,-112.168506,"EB BUCKEYE RD FS 51ST AVE
",E,36843,SHELTERS,-12486540.97,3953385.731
213,33.640293,-112.030306,"EB BELL RD FS CAVE CREEK RD
",W,113697,SHELTERS,-12471156.62,3980603.827
214,33.640293,-112.030306,"EB BELL RD FS CAVE CREEK RD
",E,66432,SHELTERS,-12471156.62,3980603.827
215,33.640293,-112.030306,EB BELL RD FS CAVE CREEK RD,N,0,BENCHES,-12471156.62,3980603.827
216,33.436683,-112.104007,"EB BUCKEYE RD FS 21ST AVE
",N,33868,BENCHES,-12479360.98,3953410.81
217,33.596192,-112.119707,"EB CACTUS RD FS 28TH DR
",W,91831,SHELTERS,-12481108.69,3974708.503
218,33.596192,-112.119707,"EB CACTUS RD FS 28TH DR
",E,54495,SHELTERS,-12481108.69,3974708.503
219,33.596193,-112.150506,"EB CACTUS RD FS 43RD AVE
",W,84407,SHELTERS,-12484537.22,3974708.637
220,33.596193,-112.150506,"EB CACTUS RD FS 43RD AVE
",E,49469,SHELTERS,-12484537.22,3974708.637
221,33.640427,-111.977201,"EB BELL RD FS TATUM BLVD
",W,79171,SHELTERS,-12465245,3980621.744
222,33.640427,-111.977201,"EB BELL RD FS TATUM BLVD
",W,47569,SHELTERS,-12465245,3980621.744
